display_name,city,state,category,license_number,source_url,claimed
FAIRYTAILZ DOG TRAINING,Chicago,IL,dog trainer,1910430,https://data.cityofchicago.org/Community-Economic-Development/Business-Licenses/r5kz-chrr,false
FOREVER FRIENDS DOG TRAINING ACADEMY,Chicago,IL,dog trainer,1619444,https://data.cityofchicago.org/Community-Economic-Development/Business-Licenses/r5kz-chrr,false
FOUND CHICAGO BOARDING AND TRAINING CENTER,Chicago,IL,dog trainer,2464840,https://data.cityofchicago.org/Community-Economic-Development/Business-Licenses/r5kz-chrr,false
"Good Instincts, LLC / Always Faithful Dog Training Chicago",Chicago,IL,dog trainer,2602125,https://data.cityofchicago.org/Community-Economic-Development/Business-Licenses/r5kz-chrr,false
"K9 UNIVERSITY CHICAGO, INC.",Chicago,IL,dog trainer,2184891,https://data.cityofchicago.org/Community-Economic-Development/Business-Licenses/r5kz-chrr,false
Kiki Yablon Dog Training,Chicago,IL,dog trainer,2776374,https://data.cityofchicago.org/Community-Economic-Development/Business-Licenses/r5kz-chrr,false
KOVEN DOG TRAINING,Chicago,IL,dog trainer,1804397,https://data.cityofchicago.org/Community-Economic-Development/Business-Licenses/r5kz-chrr,false
"LINEAGE OF LOVE DOG TRAINING, LLC",Chicago,IL,dog trainer,2948476,https://data.cityofchicago.org/Community-Economic-Development/Business-Licenses/r5kz-chrr,false
MORGAN CANINE ACADEMY,Chicago,IL,dog trainer,2184775,https://data.cityofchicago.org/Community-Economic-Development/Business-Licenses/r5kz-chrr,false
MORGAN'S DOGS TRAINING,Chicago,IL,dog trainer,2184658,https://data.cityofchicago.org/Community-Economic-Development/Business-Licenses/r5kz-chrr,false
OZZILLY NEIGHBORHOOD DOG TRAINING,Chicago,IL,dog trainer,2840199,https://data.cityofchicago.org/Community-Economic-Development/Business-Licenses/r5kz-chrr,false
SIT MEANS SIT,Chicago,IL,dog trainer,1921277,https://data.cityofchicago.org/Community-Economic-Development/Business-Licenses/r5kz-chrr,false
Sit Means Sit Chicago,Chicago,IL,dog trainer,2364075,https://data.cityofchicago.org/Community-Economic-Development/Business-Licenses/r5kz-chrr,false
URBAN POOCH TRAINING AND FITNESS CENTER,Chicago,IL,dog trainer,2398672,https://data.cityofchicago.org/Community-Economic-Development/Business-Licenses/r5kz-chrr,false
"WOODSTOCK DOG TRAINING SCHOOL SCHOOL, INC",Chicago,IL,dog trainer,1573703,https://data.cityofchicago.org/Community-Economic-Development/Business-Licenses/r5kz-chrr,false
CONCIERGE K-9 TRAINING LLC,Auburn,WA,dog trainer,0008659960782127,https://data.seattle.gov/City-Administration/Active-Business-License-Tax-Certificate/wnbq-64tb,false
EDAMAME DOG TRAINING,Bellevue,WA,dog trainer,0008910220808661,https://data.seattle.gov/City-Administration/Active-Business-License-Tax-Certificate/wnbq-64tb,false
"JOYFUL DOG TRAINING CO., LLC",Everett,WA,dog trainer,69740,https://data.everettwa.gov/Economic-and-Cultural-Vitality/Licensed-Businesses-within-the-City-of-Everett/qvfa-2v26,false
BEST FRIENDS PET CARE INC,Kent,WA,dog trainer,TRF.000184,https://data.ct.gov/Business/State-Licenses-and-Credentials/ngch-56tr,false
DEDICATION DOG TRAINING,Seatac,WA,dog trainer,0008527340768212,https://data.seattle.gov/City-Administration/Active-Business-License-Tax-Certificate/wnbq-64tb,false
AHIMSA PRAISE DOG TRAINING LLC,Seattle,WA,dog trainer,0007871280699558,https://data.seattle.gov/City-Administration/Active-Business-License-Tax-Certificate/wnbq-64tb,false
ELLIOTT DOG TRAINING & BEHAVIOR,Seattle,WA,dog trainer,0008722820788757,https://data.seattle.gov/dataset/Seattle-Business-License/wmtg-dzy4,false
GREAT DOG DAYCARE & OBEDIENCE CTR,Seattle,WA,dog trainer,0005412140544870,https://data.seattle.gov/City-Administration/Active-Business-License-Tax-Certificate/wnbq-64tb,false
OUT AND ABOUT DOG TRAINING,Seattle,WA,dog trainer,0008901620807777,https://data.seattle.gov/dataset/Seattle-Business-License/wmtg-dzy4,false
WAGS DOG TRAINING,Seattle,WA,dog trainer,0008648560780941,https://data.seattle.gov/dataset/Seattle-Business-License/wmtg-dzy4,false
GABI GOYETTE DOG TRAINING LLC,Shoreline,WA,dog trainer,70558,https://data.everettwa.gov/Economic-and-Cultural-Vitality/Licensed-Businesses-within-the-City-of-Everett/qvfa-2v26,false
WONDROUS TAILS DOG TRAINING,Spokane,WA,dog trainer,0008728290789351,https://data.seattle.gov/City-Administration/Active-Business-License-Tax-Certificate/wnbq-64tb,false
